slide_id,in_dataset_csv,has_5x_feature,has_20x_feature,has_both_5x_20x,low_feature_path,high_feature_path
2471963-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471963-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471963-B.h5
2472316-B7,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472316-B7.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472316-B7.h5
2472453-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472453-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472453-B2.h5
2472465-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472465-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472465-B2.h5
2472471-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472471-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472471-B2.h5
2472481-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472481-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472481-B2.h5
2472500-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472500-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472500-B2.h5
2472505-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472505-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472505-B.h5
2472509-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472509-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472509-B4.h5
2472509-B6,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2472509-B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472509-B6.h5
2473212-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473212-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473212-B4.h5
2473218-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473218-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473218-B2.h5
2473218-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473218-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473218-B3.h5
2473228-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473228-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473228-B2.h5
2473266-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473266-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473266-B.h5
2473272-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473272-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473272-B3.h5
2473366-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473366-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473366-B2.h5
2473394-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473394-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473394-B2.h5
2473534-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473534-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473534-B2.h5
2473545-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473545-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473545-B2.h5
2473545-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473545-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473545-B3.h5
2473549-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473549-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473549-B.h5
2473600-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473600-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473600-B3.h5
2473608-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473608-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473608-B2.h5
2473621-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473621-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473621-B3.h5
2473623-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473623-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473623-B2.h5
2473738-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2473738-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473738-B3.h5
2474124-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474124-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474124-B2.h5
2474140-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474140-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474140-B3.h5
2474150-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474150-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474150-B3.h5
2474188-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474188-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474188-B2.h5
2474189-B7,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474189-B7.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474189-B7.h5
2474291-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474291-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474291-B2.h5
2474337-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474337-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474337-B3.h5
2474500-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474500-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474500-B2.h5
2474612-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474612-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474612-B2.h5
2474626-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474626-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474626-B2.h5
2474631-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474631-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474631-B3.h5
2474638-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474638-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474638-B3.h5
2474704-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474704-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474704-B2.h5
2474718-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474718-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474718-B4.h5
2474721-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474721-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474721-B.h5
2474739-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474739-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474739-B2.h5
2474901-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2474901-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474901-B.h5
2475011-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475011-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475011-B2.h5
2475022-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475022-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475022-B.h5
2475126-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475126-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475126-B2.h5
2475159-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475159-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475159-B.h5
2475184-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475184-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475184-B2.h5
2475349-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2475349-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475349-B2.h5
2476242-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476242-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476242-B2.h5
2476250-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476250-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476250-B2.h5
2476252-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476252-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476252-B2.h5
2476295-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476295-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476295-B3.h5
2476358-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476358-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476358-B2.h5
2476376-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476376-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476376-B2.h5
2476391-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476391-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476391-B2.h5
2476681-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476681-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476681-B2.h5
2476750-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476750-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476750-B.h5
2476834-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476834-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476834-B3.h5
2476856-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476856-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476856-B2.h5
2476983-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476983-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476983-B.h5
2476984-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2476984-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476984-B2.h5
2477039-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477039-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477039-B.h5
2477053-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477053-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477053-B3.h5
2477058-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477058-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477058-B2.h5
2477118-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477118-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477118-B3.h5
2477118-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477118-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477118-B4.h5
2477189-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477189-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477189-B2.h5
2477189-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477189-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477189-B3.h5
2477274-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477274-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477274-B3.h5
2477285-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477285-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477285-B2.h5
2477299-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477299-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477299-B2.h5
2477473-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477473-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477473-B2.h5
2477476-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477476-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477476-B2.h5
2477541-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477541-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477541-B2.h5
2477577-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477577-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477577-B3.h5
2477668-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477668-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477668-B3.h5
2477670-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477670-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477670-B2.h5
2477695-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477695-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477695-B2.h5
2477809-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477809-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477809-B3.h5
2477814-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477814-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477814-B5.h5
2477941-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477941-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477941-B2.h5
2477949-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477949-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477949-B2.h5
2477977-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2477977-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477977-B3.h5
2478091-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2478091-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2478091-B4.h5
2481696-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2481696-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2481696-B4.h5
2481703-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2481703-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2481703-B2.h5
2481723-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2481723-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2481723-B2.h5
2481750-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2481750-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2481750-B2.h5
2482055-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482055-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482055-B2.h5
2482056-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482056-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482056-B4.h5
2482056-B9,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482056-B9.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482056-B9.h5
2482461-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482461-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482461-B2.h5
2482483-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482483-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482483-B2.h5
2482607-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482607-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482607-B.h5
2482886-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482886-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482886-B2.h5
2482896-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482896-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482896-B2.h5
2482947-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482947-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482947-B2.h5
2482952-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482952-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482952-B2.h5
2482956-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482956-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482956-B.h5
2482957-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482957-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482957-B2.h5
2482962-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482962-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482962-B2.h5
2482964-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482964-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482964-B2.h5
2482969-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482969-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482969-B.h5
2482992-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2482992-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2482992-B.h5
2483014-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483014-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483014-B4.h5
2483055-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483055-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483055-B2.h5
2483211-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483211-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483211-B2.h5
2483215-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483215-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483215-B5.h5
2483215-B6,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483215-B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483215-B6.h5
2483220-B1,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483220-B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483220-B1.h5
2483363-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483363-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483363-B3.h5
2483768-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483768-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483768-B4.h5
2483846-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483846-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483846-B.h5
2483862-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483862-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483862-B2.h5
2483868-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483868-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483868-B4.h5
2483961-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483961-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483961-B3.h5
2483973-B1,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483973-B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483973-B1.h5
2483993-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2483993-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2483993-B2.h5
2484004-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484004-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484004-B2.h5
2484209-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484209-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484209-B2.h5
2484220-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484220-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484220-B3.h5
2484228-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484228-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484228-B.h5
2484301-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484301-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484301-B2.h5
2484312-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484312-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484312-B2.h5
2484463-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484463-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484463-B2.h5
2484633-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484633-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484633-B2.h5
2484727-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484727-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484727-B2.h5
2484734-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484734-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484734-B4.h5
2484734-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484734-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484734-B5.h5
2484743-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484743-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484743-B4.h5
2484771-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484771-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484771-B3.h5
2484791-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484791-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484791-B3.h5
2484883-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2484883-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2484883-B2.h5
2485059-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485059-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485059-B2.h5
2485259-B6,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485259-B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485259-B6.h5
2485275-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485275-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485275-B2.h5
2485303-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485303-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485303-B2.h5
2485318-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485318-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485318-B2.h5
2485322-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485322-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485322-B2.h5
2485328-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485328-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485328-B2.h5
2485517-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485517-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485517-B2.h5
2485635-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485635-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485635-B2.h5
2485803-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485803-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485803-B2.h5
2485805-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485805-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485805-B.h5
2485969-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2485969-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2485969-B2.h5
2486100-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486100-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486100-B.h5
2486104-B1,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486104-B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486104-B1.h5
2486104-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486104-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486104-B2.h5
2486165-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486165-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486165-B2.h5
2486191-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486191-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486191-B.h5
2486197-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486197-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486197-B2.h5
2486262-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486262-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486262-B4.h5
2486653-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486653-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486653-B2.h5
2486653-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486653-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486653-B3.h5
2486687-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486687-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486687-B3.h5
2486812-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486812-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486812-B2.h5
2486813-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486813-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486813-B2.h5
2486833-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2486833-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2486833-B2.h5
