slide_id,fold_ids,num_folds,status,low_h5_path,high_h5_path,n_low,n_high,low_x_min,low_x_max,low_y_min,low_y_max,low_range_x,low_range_y,high_x_min,high_x_max,high_y_min,high_y_max,high_range_x,high_range_y,range_ratio_x,range_ratio_y
2472509-B6,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2472509-B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2472509-B6.h5,461,6909,7632.0,147840.0,2432.0,71153.0,140208.0,68721.0,7632.0,151936.0,2432.0,74225.0,144304.0,71793.0,1.0292137395868994,1.0447024926878248
2473212-B4,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473212-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473212-B4.h5,187,2489,8432.0,128411.0,6736.0,57106.0,119979.0,50370.0,8432.0,131483.0,6736.0,60178.0,123051.0,53442.0,1.0256044807841371,1.0609886837403215
2473218-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473218-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473218-B2.h5,321,4586,10064.0,147878.0,5904.0,76049.0,137814.0,70145.0,10064.0,150950.0,5904.0,77073.0,140886.0,71169.0,1.0222909138403935,1.0145983320265164
2473218-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473218-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473218-B3.h5,255,3592,8512.0,117564.0,13201.0,82306.0,109052.0,69105.0,8512.0,120636.0,5984.0,85378.0,112124.0,79394.0,1.0281700473168764,1.1488893712466537
2473228-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473228-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473228-B2.h5,188,2583,7760.0,114448.0,8545.0,70803.0,106688.0,62258.0,7760.0,117520.0,6753.0,74081.0,109760.0,67328.0,1.0287942411517697,1.081435317549552
2473266-B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473266-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473266-B.h5,201,2728,18097.0,144395.0,6480.0,76962.0,126298.0,70482.0,17905.0,146443.0,6480.0,77986.0,128538.0,71506.0,1.0177358311295508,1.0145285321074884
2473272-B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473272-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473272-B3.h5,247,3338,9808.0,136773.0,1296.0,81188.0,126965.0,79892.0,8640.0,140869.0,1296.0,83236.0,132229.0,81940.0,1.0414602449493955,1.0256346067190707
2473366-B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473366-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473366-B2.h5,228,3002,8144.0,105362.0,6608.0,67601.0,97218.0,60993.0,8144.0,125523.0,144.0,68625.0,117379.0,68481.0,1.2073792919006767,1.1227681865132064
2473394-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473394-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473394-B2.h5,295,4135,18384.0,163538.0,1376.0,74488.0,145154.0,73112.0,18384.0,166610.0,1376.0,82441.0,148226.0,81065.0,1.0211637295561955,1.1087783127256812
2473534-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473534-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473534-B2.h5,228,3213,10720.0,169509.0,3152.0,71062.0,158789.0,67910.0,10720.0,172869.0,3152.0,75158.0,162149.0,72006.0,1.0211601559301966,1.0603151229568546
2473545-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473545-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473545-B2.h5,422,6025,17585.0,168427.0,5120.0,82944.0,150842.0,77824.0,18609.0,168779.0,5120.0,84992.0,150170.0,79872.0,0.9955450073586932,1.0263157894736843
2473545-B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473545-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473545-B3.h5,248,3653,5408.0,126722.0,7776.0,70224.0,121314.0,62448.0,5408.0,129794.0,7776.0,72272.0,124386.0,64496.0,1.025322716256986,1.0327952856776839
2473549-B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473549-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473549-B.h5,234,3285,12512.0,145985.0,18706.0,76658.0,133473.0,57952.0,12512.0,150081.0,7809.0,79730.0,137569.0,71921.0,1.03068785447244,1.2410443125345114
2473600-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473600-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473600-B3.h5,321,4559,6416.0,157191.0,2896.0,76624.0,150775.0,73728.0,6416.0,160621.0,2896.0,76624.0,154205.0,73728.0,1.0227491294975957,1.0
2473608-B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473608-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473608-B2.h5,299,4453,14417.0,139512.0,1472.0,79296.0,125095.0,77824.0,14417.0,142584.0,1472.0,82368.0,128167.0,80896.0,1.0245573364243175,1.0394736842105263
2473621-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473621-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473621-B3.h5,158,2107,7840.0,127621.0,6529.0,72904.0,119781.0,66375.0,7840.0,128645.0,6529.0,72904.0,120805.0,66375.0,1.0085489351399637,1.0
2473623-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473623-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473623-B2.h5,73,947,15392.0,105588.0,9025.0,41793.0,90196.0,32768.0,15392.0,108660.0,9025.0,44865.0,93268.0,35840.0,1.0340591600514435,1.09375
2473738-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2473738-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2473738-B3.h5,264,3919,7664.0,121000.0,0.0,78577.0,113336.0,78577.0,7664.0,124072.0,0.0,78848.0,116408.0,78848.0,1.0271052445824804,1.0034488463545312
2474124-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474124-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474124-B2.h5,209,3104,7760.0,148985.0,944.0,60736.0,141225.0,59792.0,7760.0,153081.0,944.0,72627.0,145321.0,71683.0,1.0290033634271551,1.1988727588975114
2474140-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474140-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474140-B3.h5,227,3068,7952.0,128388.0,6560.0,64741.0,120436.0,58181.0,7952.0,130436.0,6560.0,67813.0,122484.0,61253.0,1.017004882261118,1.0528007425104415
2474150-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474150-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474150-B3.h5,220,3180,9360.0,128501.0,10704.0,63952.0,119141.0,53248.0,9360.0,129525.0,10704.0,68048.0,120165.0,57344.0,1.0085948581932331,1.0769230769230769
2474188-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474188-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474188-B2.h5,317,4656,10816.0,145632.0,5632.0,75393.0,134816.0,69761.0,10816.0,149600.0,5632.0,78800.0,138784.0,73168.0,1.0294327082838832,1.0488381760582561
2474189-B7,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474189-B7.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474189-B7.h5,61,844,8080.0,105939.0,464.0,69400.0,97859.0,68936.0,8080.0,106243.0,464.0,72472.0,98163.0,72008.0,1.0031065103873942,1.044563072995242
2474291-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474291-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474291-B2.h5,316,4662,13264.0,153280.0,7440.0,75000.0,140016.0,67560.0,14288.0,156352.0,7440.0,79096.0,142064.0,71656.0,1.014626899782882,1.0606275902901126
2474337-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474337-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474337-B3.h5,301,4367,8352.0,137492.0,6672.0,78424.0,129140.0,71752.0,8352.0,138648.0,6672.0,78424.0,130296.0,71752.0,1.0089515254762274,1.0
2474500-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474500-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474500-B2.h5,257,3784,7744.0,119412.0,4976.0,72592.0,111668.0,67616.0,7744.0,123508.0,4976.0,73616.0,115764.0,68640.0,1.0366801590428771,1.0151443445338382
2474612-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474612-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474612-B2.h5,268,3923,7760.0,136069.0,7856.0,67568.0,128309.0,59712.0,7760.0,140165.0,7856.0,67568.0,132405.0,59712.0,1.0319229360372226,1.0
2474626-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474626-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474626-B2.h5,212,3019,11392.0,132226.0,7969.0,57121.0,120834.0,49152.0,7952.0,136322.0,7969.0,60609.0,128370.0,52640.0,1.0623665524604002,1.0709635416666667
2474631-B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474631-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474631-B3.h5,293,4105,27858.0,154854.0,7984.0,69424.0,126996.0,61440.0,27858.0,155878.0,7984.0,71472.0,128020.0,63488.0,1.008063246086491,1.0333333333333334
2474638-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474638-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474638-B3.h5,155,2249,11793.0,102295.0,9584.0,63441.0,90502.0,53857.0,11793.0,106391.0,9584.0,68561.0,94598.0,58977.0,1.0452586683167222,1.095066565163303
2474704-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474704-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474704-B2.h5,144,2111,7649.0,99417.0,6577.0,69185.0,91768.0,62608.0,7649.0,101465.0,6577.0,71233.0,93816.0,64656.0,1.0223171475895738,1.0327114745719397
2474718-B4,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474718-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474718-B4.h5,154,2123,7840.0,112019.0,6833.0,56705.0,104179.0,49872.0,7840.0,115091.0,6833.0,58753.0,107251.0,51920.0,1.0294877086552952,1.0410651267244144
2474721-B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474721-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474721-B.h5,309,4548,9328.0,126772.0,6624.0,78656.0,117444.0,72032.0,9328.0,127796.0,6624.0,81912.0,118468.0,75288.0,1.00871904907871,1.0452021323856064
2474739-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474739-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474739-B2.h5,315,4727,7824.0,131895.0,6352.0,69888.0,124071.0,63536.0,7824.0,134967.0,6352.0,72960.0,127143.0,66608.0,1.0247600164421984,1.0483505414253336
2474901-B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2474901-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2474901-B.h5,250,3626,7952.0,130622.0,6848.0,59639.0,122670.0,52791.0,7952.0,133694.0,6848.0,63735.0,125742.0,56887.0,1.0250427977500611,1.077588982970582
2475011-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475011-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475011-B2.h5,183,2646,7856.0,102912.0,6816.0,64160.0,95056.0,57344.0,7856.0,104960.0,6816.0,65184.0,97104.0,58368.0,1.021545194411715,1.0178571428571428
2475022-B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475022-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475022-B.h5,224,3274,8544.0,118433.0,6352.0,74657.0,109889.0,68305.0,8544.0,126833.0,6352.0,76705.0,118289.0,70353.0,1.0764407720517977,1.0299831637508234
2475126-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475126-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475126-B2.h5,231,3334,7744.0,126310.0,11472.0,76545.0,118566.0,65073.0,7744.0,128358.0,11472.0,78032.0,120614.0,66560.0,1.0172730799723362,1.0228512593548784
2475159-B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475159-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475159-B.h5,178,2588,7792.0,102053.0,6768.0,56288.0,94261.0,49520.0,7792.0,104101.0,6768.0,58992.0,96309.0,52224.0,1.0217269072044641,1.0546042003231018
2475184-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475184-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475184-B2.h5,243,3242,7696.0,108162.0,1008.0,72480.0,100466.0,71472.0,7696.0,110210.0,1008.0,73504.0,102514.0,72496.0,1.0203850058726336,1.014327289008283
2475349-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2475349-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2475349-B2.h5,132,1861,9616.0,116870.0,17921.0,74882.0,107254.0,56961.0,9424.0,139098.0,8416.0,77954.0,129674.0,69538.0,1.209036492811457,1.2208001966257616
2476242-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476242-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476242-B2.h5,240,3500,7776.0,142228.0,6225.0,78331.0,134452.0,72106.0,7776.0,144276.0,6225.0,78331.0,136500.0,72106.0,1.0152322018266742,1.0
2476250-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476250-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476250-B2.h5,79,1047,7952.0,99414.0,27552.0,65008.0,91462.0,37456.0,7952.0,109848.0,9232.0,66032.0,101896.0,56800.0,1.1140801644398766,1.5164459632635625
2476252-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476252-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476252-B2.h5,120,1594,8576.0,107713.0,6593.0,55122.0,99137.0,48529.0,8208.0,109761.0,6593.0,56146.0,101553.0,49553.0,1.0243703158255748,1.0211007850975706
2476286-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476286-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476286-B2.h5,302,4315,7728.0,136080.0,5312.0,78609.0,128352.0,73297.0,7728.0,139856.0,5312.0,79633.0,132128.0,74321.0,1.0294190974819246,1.0139705581401695
2476295-B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476295-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476295-B3.h5,249,3732,8192.0,131923.0,6672.0,71312.0,123731.0,64640.0,8192.0,135187.0,224.0,71312.0,126995.0,71088.0,1.0263798078088757,1.0997524752475247
2476299-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476299-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476299-B2.h5,227,3089,7712.0,129428.0,6641.0,65754.0,121716.0,59113.0,7712.0,131476.0,6641.0,65754.0,123764.0,59113.0,1.0168260540931349,1.0
2476358-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476358-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476358-B2.h5,212,3078,7984.0,111895.0,6784.0,64448.0,103911.0,57664.0,7984.0,113943.0,6784.0,67520.0,105959.0,60736.0,1.0197091741971496,1.053274139844617
2476376-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476376-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476376-B2.h5,262,3675,9104.0,149826.0,1120.0,77024.0,140722.0,75904.0,9104.0,150082.0,1120.0,78048.0,140978.0,76928.0,1.0018191896078794,1.0134907251264755
2476391-B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476391-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476391-B2.h5,154,2214,11936.0,122321.0,6736.0,51792.0,110385.0,45056.0,7840.0,126417.0,6736.0,53840.0,118577.0,47104.0,1.0742129818363002,1.0454545454545454
2476681-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476681-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476681-B2.h5,172,2291,7696.0,119971.0,11537.0,60689.0,112275.0,49152.0,7696.0,120995.0,11537.0,62737.0,113299.0,51200.0,1.0091204631485193,1.0416666666666667
2476693-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476693-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476693-B3.h5,220,3003,8160.0,135362.0,11233.0,79299.0,127202.0,68066.0,8160.0,138434.0,6944.0,81347.0,130274.0,74403.0,1.0241505636703825,1.093100813915905
2476750-B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476750-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476750-B.h5,320,4596,9296.0,134298.0,6400.0,81713.0,125002.0,75313.0,9296.0,138394.0,6400.0,83761.0,129098.0,77361.0,1.0327674757203884,1.0271931804602128
2476834-B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476834-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476834-B3.h5,303,4328,9936.0,131745.0,6144.0,79872.0,121809.0,73728.0,9936.0,132914.0,6144.0,82849.0,122978.0,76705.0,1.0095969920120844,1.0403781467013888
2476856-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476856-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476856-B2.h5,260,3535,8256.0,138505.0,6576.0,82161.0,130249.0,75585.0,8256.0,138921.0,6576.0,83185.0,130665.0,76609.0,1.0031938824866218,1.0135476615730634
2476983-B,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476983-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476983-B.h5,178,2273,18529.0,124788.0,6816.0,65297.0,106259.0,58481.0,18529.0,125812.0,6816.0,69889.0,107283.0,63073.0,1.0096368307625707,1.078521229117149
2476984-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2476984-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2476984-B2.h5,79,1070,7792.0,100105.0,8737.0,50258.0,92313.0,41521.0,7792.0,102153.0,8737.0,54354.0,94361.0,45617.0,1.0221853910066838,1.0986488764721467
2477039-B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477039-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477039-B.h5,247,3531,37953.0,152757.0,21586.0,79059.0,114804.0,57473.0,37953.0,156853.0,21586.0,81107.0,118900.0,59521.0,1.0356781993658757,1.0356341238494597
2477053-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477053-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477053-B3.h5,396,5849,7760.0,149147.0,2896.0,80720.0,141387.0,77824.0,7760.0,149147.0,2896.0,81744.0,141387.0,78848.0,1.0,1.013157894736842
2477058-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477058-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477058-B2.h5,224,3382,7808.0,110516.0,5504.0,74048.0,102708.0,68544.0,7808.0,113588.0,5504.0,75136.0,105780.0,69632.0,1.0299100362191844,1.0158730158730158
2477118-B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477118-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477118-B3.h5,221,3195,10240.0,121318.0,13089.0,67442.0,111078.0,54353.0,10240.0,124390.0,13089.0,69409.0,114150.0,56320.0,1.0276562415599848,1.0361893547734256
2477118-B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477118-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477118-B4.h5,167,2364,8400.0,103432.0,6656.0,64000.0,95032.0,57344.0,8400.0,104456.0,6656.0,69353.0,96056.0,62697.0,1.0107753177876926,1.0933489118303572
2477189-B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477189-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477189-B2.h5,291,4316,7744.0,122936.0,6912.0,77777.0,115192.0,70865.0,7744.0,123960.0,6912.0,81873.0,116216.0,74961.0,1.0088895062157095,1.0578000423340155
2477189-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477189-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477189-B3.h5,129,1775,8336.0,106759.0,6528.0,51616.0,98423.0,45088.0,8336.0,110855.0,6528.0,52640.0,102519.0,46112.0,1.0416162888755678,1.0227111426543647
2477274-B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477274-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477274-B3.h5,127,1675,8464.0,103752.0,5664.0,67104.0,95288.0,61440.0,8464.0,107848.0,5664.0,72224.0,99384.0,66560.0,1.04298547561078,1.0833333333333333
2477285-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477285-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477285-B2.h5,221,3146,7856.0,117657.0,6736.0,79537.0,109801.0,72801.0,7856.0,118681.0,6736.0,81585.0,110825.0,74849.0,1.0093259624229287,1.0281314817104161
2477299-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477299-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477299-B2.h5,396,5990,9680.0,158848.0,2928.0,75208.0,149168.0,72280.0,9680.0,162288.0,2928.0,78280.0,152608.0,75352.0,1.0230612463799207,1.0425013835085777
2477473-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477473-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477473-B2.h5,280,4199,7824.0,130035.0,6672.0,73281.0,122211.0,66609.0,7824.0,133749.0,576.0,76304.0,125925.0,75728.0,1.0303900630876108,1.1369034214595626
2477476-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477476-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477476-B2.h5,313,4584,7696.0,137737.0,2304.0,74681.0,130041.0,72377.0,7696.0,137737.0,2304.0,75010.0,130041.0,72706.0,1.0,1.0045456429528719
2477541-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477541-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477541-B2.h5,141,1847,21457.0,128599.0,6417.0,56090.0,107142.0,49673.0,21457.0,128599.0,6417.0,57114.0,107142.0,50697.0,1.0,1.0206148209288748
2477577-B3,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477577-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477577-B3.h5,254,3569,8592.0,149520.0,5904.0,75032.0,140928.0,69128.0,8592.0,152592.0,5904.0,77080.0,144000.0,71176.0,1.021798365122616,1.0296262006712187
2477668-B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477668-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477668-B3.h5,316,4604,7776.0,141207.0,4048.0,73457.0,133431.0,69409.0,7776.0,143572.0,4048.0,76777.0,135796.0,72729.0,1.0177245167914504,1.047832413663934
2477670-B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477670-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477670-B2.h5,262,3685,7680.0,136172.0,208.0,70417.0,128492.0,70209.0,7680.0,139644.0,208.0,72795.0,131964.0,72587.0,1.0270211375027238,1.0338703015282942
2477695-B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477695-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477695-B2.h5,305,4519,7920.0,139008.0,8913.0,71153.0,131088.0,62240.0,7920.0,141056.0,8913.0,72401.0,133136.0,63488.0,1.0156230928841694,1.020051413881748
2477809-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477809-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477809-B3.h5,202,3004,7952.0,100739.0,7392.0,70608.0,92787.0,63216.0,7952.0,103811.0,7392.0,72656.0,95859.0,65264.0,1.033108086262084,1.0323968615540369
2477814-B5,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477814-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477814-B5.h5,143,2119,8144.0,113849.0,6641.0,39970.0,105705.0,33329.0,8144.0,116921.0,6641.0,44066.0,108777.0,37425.0,1.0290620122037746,1.122895976476942
2477926-B4,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477926-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477926-B4.h5,156,2143,7792.0,126325.0,112.0,69883.0,118533.0,69771.0,7792.0,130005.0,112.0,69883.0,122213.0,69771.0,1.0310462065416381,1.0
2477941-B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477941-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477941-B2.h5,272,3942,9664.0,137988.0,272.0,68641.0,128324.0,68369.0,9664.0,141060.0,272.0,70689.0,131396.0,70417.0,1.0239394033851812,1.029955096608112
2477949-B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477949-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477949-B2.h5,188,2718,7824.0,108776.0,11713.0,64961.0,100952.0,53248.0,7824.0,116972.0,11713.0,67009.0,109148.0,55296.0,1.081187098819241,1.0384615384615385
2477977-B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2477977-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2477977-B3.h5,192,2568,7856.0,124515.0,7040.0,60288.0,116659.0,53248.0,7856.0,128611.0,7040.0,64384.0,120755.0,57344.0,1.035110878714887,1.0769230769230769
2478091-B4,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2478091-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2478091-B4.h5,273,4055,10032.0,112450.0,7888.0,73424.0,102418.0,65536.0,10032.0,116546.0,7888.0,76753.0,106514.0,68865.0,1.0399929699857446,1.0507965087890625
2481696-B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/2481696-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2481696-B4.h5,181,2513,9137.0,108376.0,8208.0,61456.0,99239.0,53248.0,9137.0,112472.0,8208.0,64528.0,103335.0,56320.0,1.0412740958695674,1.0576923076923077
